2021-07-02 14:07:11.043 UTC,postgres,postgres,35,[local],60df1d8f.23,1,SELECT,2021-07-02 14:07:11 UTC,3/4,0,LOG,00000,"AUDIT: SESSION,1,1,READ,SELECT,,,SELECT system_identifier FROM pg_control_system(),<none>,",,,,,,,,,client backend
2021-07-02 14:07:11.062 UTC,postgres,postgres,36,[local],60df1d8f.24,1,SELECT,2021-07-02 14:07:11 UTC,3/6,0,LOG,00000,"AUDIT: SESSION,1,1,READ,SELECT,,,""SELECT NOT pg_is_in_recovery()"",<none>,",,,,,,,,,client backend
